embedding_name,clue,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19
babelnetWithHeuristicsTrial8,implement,contract,olive,scientist,himalayas,scale,spot,calf,nail,bottle,needle,pool,torch,cycle,paste,litter,game,death,amazon,india,fish
babelnetWithHeuristicsTrial9,plane,crown,cold,mint,himalayas,star,casino,spot,oil,disease,cloak,play,circle,mount,cliff,conductor,scorpion,jet,fork,mammoth,pan
word2vecWithHeuristicsTrial0,wash,grass,scientist,drill,star,ray,oil,brush,cell,cycle,paste,flute,sink,octopus,knight,tower,server,mug,nurse,train,water
word2vecWithHeuristicsTrial1,fell,millionaire,contract,march,bug,himalayas,fire,jack,ray,pipe,piano,kid,jet,knight,olympus,rose,root,nut,comic,parachute,space
word2vecWithHeuristicsTrial2,worm,fan,car,whip,pistol,bug,fire,phoenix,bison,ice,needle,heart,row,shoe,moon,spider,africa,tower,tag,mammoth,fish
word2vecWithHeuristicsTrial3,important,millionaire,air,mint,car,luck,hole,straw,kid,needle,duck,engine,king,spider,cliff,well,key,knight,post,ham,carrot
word2vecWithHeuristicsTrial4,restaurant,bark,alps,luck,pit,fish,scale,oil,compound,pool,shop,scorpion,knight,tap,fighter,hotel,rose,nut,comic,school,club
word2vecWithHeuristicsTrial5,virus,whale,giant,calf,bottle,disease,needle,heart,vacuum,lab,engine,spider,jet,robot,ruler,state,bill,worm,ivory,parachute,space
word2vecWithHeuristicsTrial6,headland,foot,belt,fire,kiwi,phoenix,spot,nail,vacuum,doctor,dwarf,racket,cell,cliff,suit,well,fork,diamond,mug,beach,pan
word2vecWithHeuristicsTrial7,petroleum,contract,plate,olive,star,pyramid,phoenix,oil,brush,bar,roulette,kangaroo,litter,olympus,tap,opera,cotton,stream,satellite,school,ivory
word2vecWithHeuristicsTrial8,usa,contract,olive,scientist,himalayas,scale,spot,calf,nail,bottle,needle,pool,torch,cycle,paste,litter,game,death,amazon,india,fish
word2vecWithHeuristicsTrial9,dinosaur,crown,cold,mint,himalayas,star,casino,spot,oil,disease,cloak,play,circle,mount,cliff,conductor,scorpion,jet,fork,mammoth,pan
bertWithHeuristicsTrial0,filled,grass,scientist,drill,star,ray,oil,brush,cell,cycle,paste,flute,sink,octopus,knight,tower,server,mug,nurse,train,water
bertWithHeuristicsTrial1,primary,millionaire,contract,march,bug,himalayas,fire,jack,ray,pipe,piano,kid,jet,knight,olympus,rose,root,nut,comic,parachute,space
bertWithHeuristicsTrial2,modern,fan,car,whip,pistol,bug,fire,phoenix,bison,ice,needle,heart,row,shoe,moon,spider,africa,tower,tag,mammoth,fish
bertWithHeuristicsTrial3,expected,millionaire,air,mint,car,luck,hole,straw,kid,needle,duck,engine,king,spider,cliff,well,key,knight,post,ham,carrot
bertWithHeuristicsTrial4,complete,bark,alps,luck,pit,fish,scale,oil,compound,pool,shop,scorpion,knight,tap,fighter,hotel,rose,nut,comic,school,club
bertWithHeuristicsTrial5,latter,whale,giant,calf,bottle,disease,needle,heart,vacuum,lab,engine,spider,jet,robot,ruler,state,bill,worm,ivory,parachute,space
bertWithHeuristicsTrial6,particularly,foot,belt,fire,kiwi,phoenix,spot,nail,vacuum,doctor,dwarf,racket,cell,cliff,suit,well,fork,diamond,mug,beach,pan
bertWithHeuristicsTrial7,back,contract,plate,olive,star,pyramid,phoenix,oil,brush,bar,roulette,kangaroo,litter,olympus,tap,opera,cotton,stream,satellite,school,ivory
bertWithHeuristicsTrial8,making,contract,olive,scientist,himalayas,scale,spot,calf,nail,bottle,needle,pool,torch,cycle,paste,litter,game,death,amazon,india,fish
bertWithHeuristicsTrial9,according,crown,cold,mint,himalayas,star,casino,spot,oil,disease,cloak,play,circle,mount,cliff,conductor,scorpion,jet,fork,mammoth,pan
word2vecWithoutHeuristicsTrial0,backwashed,grass,scientist,drill,star,ray,oil,brush,cell,cycle,paste,flute,sink,octopus,knight,tower,server,mug,nurse,train,water
word2vecWithoutHeuristicsTrial1,thrips,millionaire,contract,march,bug,himalayas,fire,jack,ray,pipe,piano,kid,jet,knight,olympus,rose,root,nut,comic,parachute,space
word2vecWithoutHeuristicsTrial6,makapuu,foot,belt,fire,kiwi,phoenix,spot,nail,vacuum,doctor,dwarf,racket,cell,cliff,suit,well,fork,diamond,mug,beach,pan
word2vecWithoutHeuristicsTrial7,ferals,contract,plate,olive,star,pyramid,phoenix,oil,brush,bar,roulette,kangaroo,litter,olympus,tap,opera,cotton,stream,satellite,school,ivory
word2vecWithoutHeuristicsTrial9,skillet,crown,cold,mint,himalayas,star,casino,spot,oil,disease,cloak,play,circle,mount,cliff,conductor,scorpion,jet,fork,mammoth,pan
gloveWithoutHeuristicsTrial1,december,millionaire,contract,march,bug,himalayas,fire,jack,ray,pipe,piano,kid,jet,knight,olympus,rose,root,nut,comic,parachute,space
gloveWithoutHeuristicsTrial4,downtown,bark,alps,luck,pit,fish,scale,oil,compound,pool,shop,scorpion,knight,tap,fighter,hotel,rose,nut,comic,school,club
gloveWithoutHeuristicsTrial6,fla.,foot,belt,fire,kiwi,phoenix,spot,nail,vacuum,doctor,dwarf,racket,cell,cliff,suit,well,fork,diamond,mug,beach,pan
bertWithoutHeuristicsTrial0,beyond,grass,scientist,drill,star,ray,oil,brush,cell,cycle,paste,flute,sink,octopus,knight,tower,server,mug,nurse,train,water
bertWithoutHeuristicsTrial1,cause,millionaire,contract,march,bug,himalayas,fire,jack,ray,pipe,piano,kid,jet,knight,olympus,rose,root,nut,comic,parachute,space
bertWithoutHeuristicsTrial3,blood,millionaire,air,mint,car,luck,hole,straw,kid,needle,duck,engine,king,spider,cliff,well,key,knight,post,ham,carrot
bertWithoutHeuristicsTrial4,feet,bark,alps,luck,pit,fish,scale,oil,compound,pool,shop,scorpion,knight,tap,fighter,hotel,rose,nut,comic,school,club
bertWithoutHeuristicsTrial5,black,whale,giant,calf,bottle,disease,needle,heart,vacuum,lab,engine,spider,jet,robot,ruler,state,bill,worm,ivory,parachute,space
bertWithoutHeuristicsTrial6,finish,foot,belt,fire,kiwi,phoenix,spot,nail,vacuum,doctor,dwarf,racket,cell,cliff,suit,well,fork,diamond,mug,beach,pan
bertWithoutHeuristicsTrial7,error,contract,plate,olive,star,pyramid,phoenix,oil,brush,bar,roulette,kangaroo,litter,olympus,tap,opera,cotton,stream,satellite,school,ivory
bertWithoutHeuristicsTrial8,period,contract,olive,scientist,himalayas,scale,spot,calf,nail,bottle,needle,pool,torch,cycle,paste,litter,game,death,amazon,india,fish
bertWithoutHeuristicsTrial9,object,crown,cold,mint,himalayas,star,casino,spot,oil,disease,cloak,play,circle,mount,cliff,conductor,scorpion,jet,fork,mammoth,pan
fasttextWithoutHeuristicsTrial0,wash,grass,scientist,drill,star,ray,oil,brush,cell,cycle,paste,flute,sink,octopus,knight,tower,server,mug,nurse,train,water
fasttextWithoutHeuristicsTrial9,tuskers,crown,cold,mint,himalayas,star,casino,spot,oil,disease,cloak,play,circle,mount,cliff,conductor,scorpion,jet,fork,mammoth,pan
