embedding_name,clue,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19
bertWithHeuristicsTrial3,share,sink,millionaire,lemon,pipe,cycle,staff,racket,glass,lead,robin,watch,play,grass,tag,lock,mint,dance,air,table,shark
bertWithHeuristicsTrial4,steps,foot,scientist,torch,board,ghost,staff,australia,compound,cross,change,pool,swing,giant,kiwi,ruler,carrot,ice,shark,dwarf,straw
bertWithHeuristicsTrial5,cut,sink,figure,olive,lemon,scale,pyramid,staff,roulette,robot,cat,india,shoe,pound,change,whale,ivory,worm,string,jupiter,table
bertWithHeuristicsTrial6,making,ham,fall,olive,foot,tube,cast,egypt,oil,lab,bottle,saturn,pit,conductor,mint,fork,alps,bark,cell,pan,dwarf
bertWithHeuristicsTrial7,occupying,star,octopus,well,green,round,piano,calf,tap,robin,bill,shoe,turkey,death,pit,engine,alps,ice,pan,thumb,straw
bertWithHeuristicsTrial8,points,tube,whip,egypt,mercury,diamond,kangaroo,robin,field,unicorn,moon,luck,suit,tag,lock,chest,string,server,root,soul,beach
bertWithHeuristicsTrial9,husband,figure,fighter,phoenix,tower,shop,lead,field,unicorn,antarctica,saturn,suit,pitch,hole,whale,swing,tie,mug,table,shark,beach
gloveWithHeuristicsTrial0,science,mammoth,scientist,contract,round,mercury,robot,africa,field,india,unicorn,antarctica,flute,key,hole,ray,greece,chest,row,train,draft
gloveWithHeuristicsTrial1,april,march,lemon,scientist,litter,tower,oil,box,shoe,death,change,whale,cold,chest,lock,shadow,snowman,bark,root,shark,vacuum
gloveWithHeuristicsTrial2,daddy,witch,jack,pyramid,diamond,cat,india,plate,turkey,suit,amazon,opera,air,fan,bark,mug,cricket,thumb,dwarf,kid,vacuum
gloveWithHeuristicsTrial3,sitting,sink,millionaire,lemon,pipe,cycle,staff,racket,glass,lead,robin,watch,play,grass,tag,lock,mint,dance,air,table,shark
gloveWithHeuristicsTrial4,zealand,foot,scientist,torch,board,ghost,staff,australia,compound,cross,change,pool,swing,giant,kiwi,ruler,carrot,ice,shark,dwarf,straw
gloveWithHeuristicsTrial5,vinegar,sink,figure,olive,lemon,scale,pyramid,staff,roulette,robot,cat,india,shoe,pound,change,whale,ivory,worm,string,jupiter,table
gloveWithHeuristicsTrial6,plastic,ham,fall,olive,foot,tube,cast,egypt,oil,lab,bottle,saturn,pit,conductor,mint,fork,alps,bark,cell,pan,dwarf
gloveWithHeuristicsTrial7,bright,star,octopus,well,green,round,piano,calf,tap,robin,bill,shoe,turkey,death,pit,engine,alps,ice,pan,thumb,straw
gloveWithHeuristicsTrial8,mars,tube,whip,egypt,mercury,diamond,kangaroo,robin,field,unicorn,moon,luck,suit,tag,lock,chest,string,server,root,soul,beach
gloveWithHeuristicsTrial9,humpback,figure,fighter,phoenix,tower,shop,lead,field,unicorn,antarctica,saturn,suit,pitch,hole,whale,swing,tie,mug,table,shark,beach
fasttextWithoutHeuristicsTrial0,bioengineer,mammoth,scientist,contract,round,mercury,robot,africa,field,india,unicorn,antarctica,flute,key,hole,ray,greece,chest,row,train,draft
fasttextWithoutHeuristicsTrial9,humpback,figure,fighter,phoenix,tower,shop,lead,field,unicorn,antarctica,saturn,suit,pitch,hole,whale,swing,tie,mug,table,shark,beach
bertWithoutHeuristicsTrial0,distant,mammoth,scientist,contract,round,mercury,robot,africa,field,india,unicorn,antarctica,flute,key,hole,ray,greece,chest,row,train,draft
bertWithoutHeuristicsTrial2,deliver,witch,jack,pyramid,diamond,cat,india,plate,turkey,suit,amazon,opera,air,fan,bark,mug,cricket,thumb,dwarf,kid,vacuum
bertWithoutHeuristicsTrial3,dressing,sink,millionaire,lemon,pipe,cycle,staff,racket,glass,lead,robin,watch,play,grass,tag,lock,mint,dance,air,table,shark
bertWithoutHeuristicsTrial4,helpful,foot,scientist,torch,board,ghost,staff,australia,compound,cross,change,pool,swing,giant,kiwi,ruler,carrot,ice,shark,dwarf,straw
bertWithoutHeuristicsTrial5,grass,sink,figure,olive,lemon,scale,pyramid,staff,roulette,robot,cat,india,shoe,pound,change,whale,ivory,worm,string,jupiter,table
bertWithoutHeuristicsTrial6,let,ham,fall,olive,foot,tube,cast,egypt,oil,lab,bottle,saturn,pit,conductor,mint,fork,alps,bark,cell,pan,dwarf
bertWithoutHeuristicsTrial7,toast,star,octopus,well,green,round,piano,calf,tap,robin,bill,shoe,turkey,death,pit,engine,alps,ice,pan,thumb,straw
bertWithoutHeuristicsTrial8,boy,tube,whip,egypt,mercury,diamond,kangaroo,robin,field,unicorn,moon,luck,suit,tag,lock,chest,string,server,root,soul,beach
bertWithoutHeuristicsTrial9,damn,figure,fighter,phoenix,tower,shop,lead,field,unicorn,antarctica,saturn,suit,pitch,hole,whale,swing,tie,mug,table,shark,beach
gloveWithoutHeuristicsTrial0,consecutive,mammoth,scientist,contract,round,mercury,robot,africa,field,india,unicorn,antarctica,flute,key,hole,ray,greece,chest,row,train,draft
gloveWithoutHeuristicsTrial2,'m,witch,jack,pyramid,diamond,cat,india,plate,turkey,suit,amazon,opera,air,fan,bark,mug,cricket,thumb,dwarf,kid,vacuum
gloveWithoutHeuristicsTrial7,second,star,octopus,well,green,round,piano,calf,tap,robin,bill,shoe,turkey,death,pit,engine,alps,ice,pan,thumb,straw
word2vecWithoutHeuristicsTrial5,apricot,sink,figure,olive,lemon,scale,pyramid,staff,roulette,robot,cat,india,shoe,pound,change,whale,ivory,worm,string,jupiter,table
word2vecWithoutHeuristicsTrial6,carboy,ham,fall,olive,foot,tube,cast,egypt,oil,lab,bottle,saturn,pit,conductor,mint,fork,alps,bark,cell,pan,dwarf
